# ,Vehicle Description, Device-ID ,Date ,Time ,OdometerKm,Lat/Lon ,Address ,Latest Batt %,Since Last Check-In
189,SE1_KA04AB5794_JETTING,se1_ka04ab5794_jetting,26/7/2022,23:58:41,12181,12.9581/77.6123,Hotel Royal Heritage,,0d 00h 00m
190,N1_KA04D4274_JETTING,n1_ka04d4274_jetting,26/7/2022,23:58:41,1609344,13.0622/77.5049,Bagalkunti,,0d 00h 03m
191,N3_KA04AD5792_JETTING,n3_ka04ad5792_jetting,26/7/2022,23:58:41,33971,13.0592/77.5871,Chairman's Club & Resort,,0d 00h 00m
192,NE3_KA04AA1781_DESILTING,ne3_ka04aa1781_desilting,26/7/2022,23:58:41,13122,13.0233/77.5937,Coreltree,,0d 00h 00m
193,NE2_KA04D4272_JETTING,ne2_ka04d4272_jetting,26/7/2022,23:58:42,18339,12.9902/77.5779,Seshadripuram,,0d 21h 06m
194,S4_KA04AB5798_JETTING,s4_ka04ab5798_jetting,26/7/2022,23:58:43,18411,12.9114/77.6467,HSR Club,,0d 00h 00m
195,SW1_KA04D4607_JETTING,sw1_ka04d4607_jetting,26/7/2022,23:58:43,15107,12.9603/77.5634,Raghavendra Colony,,0d 00h 00m
196,NW2_KA04AA9025_DESILTING,nw2_ka04aa9025_desilting,26/7/2022,23:58:43,3291,12.9951/77.5384,Shree Guru Residency,,0d 00h 00m
197,C1_KA02AC5939_JETTING,c1_ka02ac5939_jetting,26/7/2022,23:58:44,13980,12.9716/77.5826,Mysore Bank,,0d 00h 00m
198,E1_KA03C5060_TANKER,e1_ka03c5060_tanker,26/7/2022,23:58:45,45580,13.0208/77.6498,Babushibpalya,,0d 00h 00m
199,C2_KA04AD2944_DESILTING,c2_ka04ad2944_desilting,26/7/2022,23:58:45,63854,12.9873/77.5892,Hotel Chalukya,,25d 15h 09m
200,W3_KA04A9521_JETTING,w3_ka04a9521_jetting,26/7/2022,23:58:45,60412,12.9274/77.5155,Kenchenahalli,,37d 00h 57m
201,E2_KA04D5289_TANKER,e2_ka04d5289_tanker,26/7/2022,23:58:45,28707,12.9771/77.7115,Radha Hometel,,0d 00h 00m
202,E1_KA04AA9026_DESILTING,e1_ka04aa9026_desilting,26/7/2022,23:58:45,14600,13.0205/77.6496,Babushibpalya,,0d 00h 00m
203,N3_KA04D6659_JETTING,n3_ka04d6659_jetting,26/7/2022,23:58:45,47170,13.0590/77.5872,Chairman's Club & Resort,,0d 00h 00m
204,E1_KA04D4862_JETTING,e1_ka04d4862_jetting,26/7/2022,23:58:46,31029,13.0207/77.6499,Babushibpalya,,0d 00h 00m
205,E1_KA04D5122_TANKER,e1_ka04d5122_tanker,26/7/2022,23:58:46,26589,13.0208/77.6494,Babushibpalya,,0d 00h 00m
206,NW3_KA04AB6028_JETTING,nw3_ka04ab6028_jetting,26/7/2022,23:58:47,16784,13.0328/77.5182,Choksandra,,25d 17h 13m
207,W4_KA04D4601_JETTING,w4_ka04d4601_jetting,26/7/2022,23:58:47,26209,12.9661/77.5876,Not found!,,0d 00h 00m
208,NW2_KA04D5235_TANKER,nw2_ka04d5235_tanker,26/7/2022,23:58:49,20763,12.9947/77.5383,Shree Guru Residency,,0d 00h 00m
209,S1_KA04D5233_TANKER,s1_ka04d5233_tanker,26/7/2022,23:58:50,72229,12.9081/77.5348,Kodipur,,0d 00h 00m
210,W2_KA04D4864_JETTING,w2_ka04d4864_jetting,26/7/2022,23:58:51,39224,12.9771/77.5108,Nagarbhavi,,0d 00h 03m
212,WWM_VV2_KA53B3461_DUMPTANKER,wwm_vv2_ka53b3461_dumptanker,26/7/2022,23:58:52,18471,12.9365/77.5212,Nayandanahalli,,0d 00h 00m
213,SW3_KA04A9513_JETTING,sw3_ka04a9513_jetting,26/7/2022,23:58:52,26437,12.9429/77.5761,Venus Residency,,0d 00h 00m
214,SE3_KA05B8084_TANKER,se3_ka05b8084_tanker,26/7/2022,23:58:52,18569,12.9339/77.6776,Ibis Bengaluru Techpark,,0d 01h 37m
215,WWM_KA53B3471_SUCTION,wwm_ka53b3471_suction,26/7/2022,23:58:52,41902,13.0426/77.6016,Visvesvaraya Nagenhalli,,0d 00h 00m
216,WWM_KC2_KA53B3472_JETTING,wwm_kc2_ka53b3472_jetting,26/7/2022,23:58:53,23940,12.9635/77.5839,SP Road,,0d 00h 00m
217,C2_KA04D5121_TANKER,c2_ka04d5121_tanker,26/7/2022,23:58:53,10183,12.9874/77.5895,Hotel Chalukya,,0d 00h 00m
218,SE3_KA04AA7687_DESILTING,se3_ka04aa7687_desilting,26/7/2022,23:58:54,16477,12.9280/77.6213,De-Oriell Hotel,,23d 18h 16m
220,SW4_KA04AA9021_DESILTING,sw4_ka04aa9021_desilting,26/7/2022,23:58:55,7142,12.9355/77.5888,Jayanagar Swimming Pool,,0d 00h 00m
221,NE3_KA04C5140_JETTING,ne3_ka04c5140_jetting,26/7/2022,23:58:55,24375,13.0106/77.5671,Malleshwaram,,2d 00h 51m
222,NW3_KA04C5135_JETTING,nw3_ka04c5135_jetting,26/7/2022,23:58:56,16299,12.9940/77.5157,KamalaNagar,,66d 00h 52m
223,C3_KA04AA7688_DESILTING,c3_ka04aa7688_desilting,26/7/2022,23:58:56,4005,13.0014/77.6277,Seva Nagar,,0d 00h 00m
224,SE3_KA04AB5801_JETTING,se3_ka04ab5801_jetting,26/7/2022,23:58:57,14289,12.9278/77.6218,De-Oriell Hotel,,0d 00h 00m
225,SE1_KA04D6651_JETTING,se1_ka04d6651_jetting,26/7/2022,23:58:57,31288,12.9612/77.6384,Domlur Bus Stop,,0d 00h 00m
226,E3_KA04AA9032_DESILTING,e3_ka04aa9032_desilting,26/7/2022,23:58:57,22830,13.0082/77.6900,Krishnarpur,,4d 18h 21m
227,N3_KA04D4102_JETTING,n3_ka04d4102_jetting,26/7/2022,23:58:57,49128,13.0822/77.5400,Shingapur,,0d 00h 00m
228,SE2_KA04A3282_JETTING,se2_ka04a3282_jetting,26/7/2022,23:58:58,22191,12.9828/77.6500,Thippasandra,,0d 01h 02m
229,SW3_KA05AD2942_DESILTING,sw3_ka05ad2942_desilting,26/7/2022,23:58:58,22023,12.9430/77.5763,Venus Residency,,0d 00h 00m
230,SE1_KA05AD2948_DESILTING,se1_ka05ad2948_desilting,26/7/2022,23:58:58,17014,12.9581/77.6124,Hotel Royal Heritage,,0d 00h 00m
231,C1_KA04AA9013_DESILTING,c1_ka04aa9013_desilting,26/7/2022,23:58:58,2623,12.9740/77.5734,Balepette,,0d 00h 00m
232,N3_KA02AC4524_JETTING,n3_ka02ac4524_jetting,26/7/2022,23:58:58,27612,13.1016/77.5857,Puttanahalli,,0d 00h 00m
233,NW2_KA04A3043_JETTING,nw2_ka04a3043_jetting,26/7/2022,23:58:59,17809,12.9989/77.5462,Modi Hospital Road,,0d 01h 09m
234,S3_KA04D8086_TANKER,s3_ka04d8086_tanker,26/7/2022,23:58:59,60369,12.9159/77.6072,Samrudhii Suites,,0d 00h 00m
235,S3_KA04A9518_JETTING,s3_ka04a9518_jetting,26/7/2022,23:59:00,41522,12.9158/77.6014,BTM Layout 1st Stage,,0d 00h 00m
236,S4_KA04D4603_JETTING,s4_ka04d4603_jetting,26/7/2022,23:59:00,73576,12.8973/77.6200,Hongasandra,,0d 00h 03m
237,NE2_KA04C5137_JETTING,ne2_ka04c5137_jetting,26/7/2022,23:59:00,33075,12.9974/77.5996,Jayamahal Palace,,0d 00h 00m
1,NE1_KA04N1245_JEEP,ne1_ka04n1245_jeep,1/1/2014,6:13:00,25,,,,14d 18h 47m
2,NE1_KA04D5158_JETTING,ne1_ka04d5158_jetting,1/1/2014,13:30:01,,,,,0d 00h 00m
3,SE1_CAW210_TANKER,SE1_CAW210_Tanker,17/11/2016,15:51:15,58,12.9817/77.6284,Halsur,,2276d 23h 00m
4,SE1_CAW313_TANKER,SE1_CAW313_Tanker,23/11/2016,12:43:25,772,12.9817/77.6284,Halsur,,2255d 19h 03m
5,NE3_KA04AA1789_DESILTING,ne3_ka04aa1789_desilting,30/10/2018,14:37:57,,13.0247/77.5948,RT Nagar,,1513d 19h 55m
6,SW2_CAW311_TANKER,SW2_CAW311_Tanker,31/10/2018,11:21:59,326,12.9267/77.5598,Banagiri Nagar,,2007d 18h 34m
10,C3_KA04AA9028_DESILTING,c3_ka04aa9028_desilting,18/11/2019,16:58:37,28,13.0016/77.6279,Seva Nagar,,1128d 11h 32m
11,C1_KA04850_TANKER,c1_ka04850_tanker,20/11/2019,16:14:40,3576,12.9830/77.5851,Kanija Bhavan,,1127d 18h 17m
12,C3_KA03B965_JETTING,c3_ka03b965_jetting,30/12/2019,14:29:16,11427,12.9953/77.6152,FrazerTown,,1087d 20h 04m
13,SW2_CAW236_JETTING,sw2_caw236_jetting,2/1/2020,12:58:16,1736,12.8814/77.5453,Vasantpura,,1084d 19h 10m
14,NE2_KA04A3048_JETTING,ne2_ka04a3048_jetting,8/1/2020,10:22:15,15629,13.0186/77.6128,Keval Bhairsandra,,1079d 00h 05m
15,SW4_KA05D8079_TANKER,sw4_ka05d8079_tanker,9/1/2020,14:10:39,16856,12.9707/77.5910,Iris Hotel,,1077d 20h 17m
16,N2_KA04C2201_JETTING,n2_ka04c2201_jetting,14/1/2020,17:02:09,21679,13.1016/77.5862,Puttanahalli,,0d 19h 23m
17,SE1_KA03B964_JETTING,se1_ka03b964_jetting,14/1/2020,18:12:54,769415,12.8804/77.5464,Vasantpura,,1072d 16h 14m
18,NE3_KA04A6215_JETTING,ne3_ka04a6215_jetting,16/1/2020,12:16:15,17587,13.0199/77.6093,Keval Bhairsandra,,366d 20h 55m
19,NE3_KA04AA1783_DESILTING,ne3_ka04aa1783_desilting,16/1/2020,13:32:30,23445,13.0298/77.5887,CBI,,424d 23h 39m
20,SE1_KA04A3046_JETTING,se1_ka04a3046_jetting,16/1/2020,13:32:37,18216,12.9581/77.6124,Hotel Royal Heritage,,1070d 20h 54m
21,W4_KA04B6770_JETTING,w4_ka04b6770_jetting,16/1/2020,13:32:37,16480,12.9675/77.5331,Maruthi Mandir,,417d 22h 31m
22,S4_KA04C5152_JETTING,s4_ka04c5152_jetting,16/6/2020,13:04:34,18568,12.9771/77.4381,Bayandhalli,,918d 21h 29m
24,WWM_KC1_KA04AA5948_DESILTING,wwm_kc1_ka04aa5948_desilting,23/7/2020,13:20:39,48091,12.9006/77.5857,Hotel Nandhini J.P.Nagar,,881d 21h 13m
25,SW2_KA04D4605_JETTING,sw2_ka04d4605_jetting,29/7/2020,10:25:19,17890,12.9296/77.5350,Hosakerahalli,,876d 00h 08m
26,NE1_CAA3313_TANKER,ne1_caa3313_tanker,29/7/2020,10:29:11,13729,13.0111/77.5672,Malleshwaram,,876d 00h 04m
27,NE1_KA04A9515_JETTING,ne1_ka04a9515_jetting,7/10/2020,11:34:01,4283,13.0119/77.5677,Malleshwaram,,47d 17h 10m
28,C3_KA04C5156_JETTING,c3_ka04c5156_jetting,30/11/2020,15:44:16,8278,12.9934/77.5212,KamalaNagar,,751d 18h 48m
29,NE2_KA05AD2943_DESILTING,ne2_ka05ad2943_desilting,7/12/2020,12:34:06,281,12.9897/77.5787,Seshadripuram,,744d 21h 58m
30,SW1_KA04A9520_JETTING,sw1_ka04a9520_jetting,12/1/2021,12:17:59,9897,12.9777/77.4387,Bayandhalli,,708d 22h 14m
31,S2_KA04C5149_JETTING,s2_ka04c5149_jetting,26/1/2021,16:15:26,19876,12.8735/77.5845,Quality Inn Shravanthi,,694d 18h 16m
32,S2_KA04D5299_TANKER,s2_ka04d5299_tanker,19/6/2021,15:31:04,60465,12.8739/77.5842,Quality Inn Shravanthi,,550d 19h 00m
33,SE1_KA04C5154_JETTING,se1_ka04c5154_jetting,1/7/2021,13:35:59,15913,12.9741/77.6297,Jogupalya,,0d 18h 19m
34,W1_KA05AD2945_DESILTING,w1_ka05ad2945_desilting,17/9/2021,11:15:20,7200,13.0099/77.5679,Malleshwaram,,460d 23h 18m
35,E2_KA04D5291_TANKER,e2_ka04d5291_tanker,26/9/2021,10:51:46,3048,12.9771/77.7115,Radha Hometel,,47d 19h 58m
36,C3_KA05D8078_TANKER,c3_ka05d8078_tanker,2/10/2021,13:10:13,9619,13.0090/77.6163,Doddajivanhalli,,445d 21h 24m
37,W2_KA04C5134_JETTING,w2_ka04c5134_jetting,27/11/2021,9:11:53,15431,12.9780/77.5109,Nagarbhavi,,0d 00h 00m
38,WWM_VV2_KA53B3462_JETTING,wwm_vv2_ka53b3462_jetting,9/12/2021,13:16:01,12263,12.9366/77.5211,Nayandanahalli,,377d 21h 17m
39,S2_KA04D4104_JETTING,s2_ka04d4104_jetting,31/12/2021,17:35:16,21600,12.8735/77.5846,Quality Inn Shravanthi,,0d 00h 00m
40,E4_KA04D6648_JETTING,e4_ka04d6648_jetting,25/1/2022,11:55:50,13752,12.9925/77.6787,Mahadevapura,,0d 18h 12m
41,WWM_KC1_KA53B3464_JETTING,wwm_kc1_ka53b3464_jetting,10/2/2022,7:12:13,13623,12.9561/77.6436,Hare Krishna Residency,,2d 17h 53m
42,C3_KA02AC5950_JETTING,c3_ka02ac5950_jetting,13/2/2022,21:43:27,17166,13.0013/77.6279,Seva Nagar,,0d 00h 00m
44,SE2_KA03C5068_TANKER,se2_ka03c5068_tanker,3/3/2022,17:51:57,1056415,12.9705/77.5914,Iris Hotel,,293d 16h 42m
45,NW1_KA04A9519_JETTING,nw1_ka04a9519_jetting,22/4/2022,10:49:08,24278,13.0089/77.5490,NarayanaNethralaya,,243d 23h 44m
46,C2_KA04C5127_JETTING,c2_ka04c5127_jetting,23/4/2022,15:27:03,18011,12.9872/77.5899,Hotel Chalukya,,0d 22h 58m
47,N2_KA04D5125_TANKER,n2_ka04d5125_tanker,7/5/2022,15:38:49,13275,13.0591/77.5871,Chairman's Club & Resort,,0d 00h 00m
48,WWM_KA53B3470_SUCTION,wwm_ka53b3470_suction,19/5/2022,16:49:09,18577,13.0441/77.6430,Geddalhalli,,0d 17h 26m
49,WWM_KC2_KA53B3473_DUMPTANKER,wwm_kc2_ka53b3473_dumptanker,20/5/2022,14:45:58,3327,12.9561/77.6434,Hare Krishna Residency,,215d 19h 47m
51,WWM_KA53B3474_DUMPING,wwm_ka53b3474_dumping,28/5/2022,11:39:11,11109,13.0419/77.5971,Gudahalli,,27d 23h 56m
52,S1_KA04C5144_JETTING,s1_ka04c5144_jetting,1/6/2022,17:00:07,40268,12.9083/77.5346,Kodipur,,0d 00h 04m
53,C3_KA02AC5935_JETTING,c3_ka02ac5935_jetting,3/6/2022,8:00:53,19217,13.0014/77.6274,Seva Nagar,,0d 00h 00m
54,SE1_KA04C5150_JETTING,se1_ka04c5150_jetting,4/6/2022,6:51:38,18871,13.0103/77.5665,Malleshwaram,,0d 00h 00m
55,WWM_KA53B3477_DUMPING,wwm_ka53b3477_dumping,4/6/2022,9:52:18,5802,13.0427/77.5872,Hebbal Kere,,201d 00h 41m
57,NW2_KA04D4113_JETTING,nw2_ka04d4113_jetting,10/6/2022,16:56:00,13492,12.9842/77.5371,BasaveshNagar,,17d 00h 27m
58,SW1_KA04A9522_JETTING,sw1_ka04a9522_jetting,14/6/2022,14:17:17,740150,12.9623/77.5785,Hotel Sapphire,,190d 20h 16m
59,E1_KA02AC4521_JETTING,e1_ka02ac4521_jetting,14/6/2022,18:30:13,32738,13.0209/77.6496,Babushibpalya,,0d 00h 00m
60,N1_KA04C5141_JETTING,n1_ka04c5141_jetting,21/6/2022,9:15:28,30765,13.0602/77.5061,Bagulkuntte,,0d 00h 00m
61,SE2_KA04D4611_JETTING,se2_ka04d4611_jetting,21/6/2022,13:18:37,30797,12.9012/77.6621,Kassavanahalli,,0d 00h 00m
62,SE3_KA04D5311_TANKER,se3_ka04d5311_tanker,24/6/2022,9:49:24,17406,12.9280/77.6216,De-Oriell Hotel,,138d 21h 16m
63,NE3_KA02AC5944_JETTING,ne3_ka02ac5944_jetting,25/6/2022,9:37:22,76333,13.0244/77.5828,Kaisar-i Hind Mills,,0d 00h 00m
64,SE1_KA049409_JETTING,se1_ka049409_jetting,26/6/2022,10:02:17,12089,12.9613/77.6381,Domlur Bus Stop,,0d 00h 56m
66,SW4_KA04C2198_JETTING,sw4_ka04c2198_jetting,29/6/2022,9:03:04,25519,12.9235/77.5916,Jayanagar 9th Block,,0d 00h 00m
67,NW2_KA04C5133_JETTING,nw2_ka04c5133_jetting,30/6/2022,13:41:13,14422,12.9950/77.5265,KamalaNagar,,0d 01h 30m
68,W1_KA02B6769_JETTING,w1_ka02b6769_jetting,6/7/2022,11:37:48,24323,12.9714/77.5514,Magadi Road Tolgate,,0d 00h 00m
69,C3_KA03C5048_TANKER,c3_ka03c5048_tanker,7/7/2022,3:33:57,10625,13.0014/77.6276,Seva Nagar,,104d 22h 37m
70,WWM_KC1_KA53B3463_DUMPTANKER,wwm_kc1_ka53b3463_dumptanker,7/7/2022,6:52:53,14402,12.9563/77.6433,Hare Krishna Residency,,168d 03h 40m
71,W1_KA02D3148_TANKER,w1_ka02d3148_tanker,9/7/2022,1:34:27,16119,12.9568/77.5481,Timer yard Layout,,0d 00h 00m
73,WWM_VV1_KA53B3459_DUMPING,wwm_vv1_ka53b3459_dumping,12/7/2022,15:43:21,4098,12.9715/77.5608,Binnypete,,0d 00h 00m
74,SW4_KA04D5298_TANKER,sw4_ka04d5298_tanker,13/7/2022,13:42:05,32327,12.9356/77.5888,Jayanagar Swimming Pool,,0d 00h 00m
75,NE1_KA04A9516_JETTING,ne1_ka04a9516_jetting,14/7/2022,14:50:49,264832,12.9310/77.5398,Hosakerahalli,,0d 00h 01m
76,NE3_KA04AA1782_DESILTING,ne3_ka04aa1782_desilting,14/7/2022,15:32:47,18197,13.0284/77.5719,Gedalhalli,,0d 08h 00m
78,E3_KA04D5127_TANKER,e3_ka04d5127_tanker,16/7/2022,16:46:20,23565,13.0080/77.6896,Krishnarpur,,1d 01h 16m
79,S3_KA04AA9017_DESILTING,s3_ka04aa9017_desilting,19/7/2022,11:42:30,17933,12.9230/77.6146,Siddaguntepalya,,23d 00h 46m
80,C3_KA04D4276_JETTING,c3_ka04d4276_jetting,21/7/2022,13:10:15,15742,12.9962/77.6218,Cox Town,,0d 00h 00m
81,E1_KA04A3281_JETTING,e1_ka04a3281_jetting,22/7/2022,13:38:49,21990,13.0388/77.6283,HBR Layout 5th Block,,0d 00h 00m
82,WWM_VV1_KA53B3460_JETTING,wwm_vv1_ka53b3460_jetting,22/7/2022,15:33:58,277,12.9367/77.5212,Nayandanahalli,,21d 20h 16m
83,S2_KA04AA7680_DESILTING,s2_ka04aa7680_desilting,22/7/2022,16:04:40,1609344,12.8623/77.5848,Gottigere,,0d 00h 00m
84,SE3_KA02AC5940_JETTING,se3_ka02ac5940_jetting,26/7/2022,11:38:25,16000,12.9408/77.6231,D-Habitat Suites Rooms N Apartments,,6d 19h 34m
85,NE3_KA04C3715_JETTING,ne3_ka04c3715_jetting,26/7/2022,13:51:12,18094,13.0342/77.6060,Kanaka Nagar,,0d 00h 00m
86,W4_KA04C5129_JETTING,w4_ka04c5129_jetting,27/7/2022,12:44:16,26916,12.8745/77.5182,Poornapragana Layout,,147d 21h 49m
87,NW1_KA04D4278_JETTING,nw1_ka04d4278_jetting,28/7/2022,13:08:54,17691,13.0044/77.5308,GeleyaraBalaga,,0d 17h 25m
88,SW3_KA05A8077_TANKER,sw3_ka05a8077_tanker,29/7/2022,12:41:48,24233,12.9427/77.5757,Venus Residency,,0d 00h 00m
89,WWM_KA53B3476_DUMPING,wwm_ka53b3476_dumping,1/8/2022,18:22:22,26090,13.0585/77.5658,Shingaikanhalli,,0d 00h 00m
90,SE1_KA05D8227_TANKER,se1_ka05d8227_tanker,3/8/2022,8:21:46,47824,12.9613/77.6385,Domlur Bus Stop,,0d 00h 00m
91,C1_KA041A7291_JETTING,c1_ka041a7291_jetting,4/8/2022,9:58:59,12342,12.9828/77.5850,#100 Bed and Breakfast,,1d 22h 09m
92,SW1_KA04A3045_JETTING,sw1_ka04a3045_jetting,5/8/2022,9:52:12,19431,12.9511/77.5654,Ramakrishna Ashram,,11d 20h 02m
93,E4_KA04AB6022_JETTING,e4_ka04ab6022_jetting,5/8/2022,14:09:11,22815,12.9621/77.6800,Keerthi Regency,,0d 00h 00m
94,WWM_VV1_KA04AA9029_DESILTING,wwm_vv1_ka04aa9029_desilting,5/8/2022,19:17:36,9218,,,,28d 22h 21m
95,NE2_KA04A9517_JETTING,ne2_ka04a9517_jetting,6/8/2022,13:30:25,10838,13.0071/77.5712,Kodandaramapura,,15d 01h 21m
96,WWM_KA53B3475_DUMPING,wwm_ka53b3475_dumping,7/8/2022,15:41:27,12300,13.0427/77.6015,Visvesvaraya Nagenhalli,,34d 00h 28m
97,N3_KA04D4102_JETTING,n3_ka04d4102_jetting,7/8/2022,23:12:29,49329,13.0817/77.5395,Shingapur,,0d 00h 00m
98,WWM_KA53B3471_SUCTION,wwm_ka53b3471_suction,9/8/2022,0:53:45,42006,13.0102/77.5666,Malleshwaram,,0d 00h 00m
100,NW2_KA04A3043_JETTING,nw2_ka04a3043_jetting,9/8/2022,8:01:04,17859,12.9989/77.5461,Modi Hospital Road,,0d 01h 10m
101,E1_KA04C5153_JETTING,e1_ka04c5153_jetting,10/8/2022,9:01:38,45429,13.0036/77.6577,Benniganahalli,,0d 00h 00m
102,SE3_KA04A3044_JETTING,se3_ka04a3044_jetting,10/8/2022,16:14:03,18301,12.9369/77.6182,Nandhana Grand,,0d 00h 02m
103,NW1_KA042D3161_TANKER,nw1_ka042d3161_tanker,10/8/2022,16:25:54,20526,12.9881/77.5509,RajajiNagar,,0d 00h 04m
104,NW1_KA04D6656_JETTING,nw1_ka04d6656_jetting,11/8/2022,6:19:08,44729,13.0075/77.5509,Nagapura,,0d 00h 00m
105,WWM_KC2_KA53B3472_JETTING,wwm_kc2_ka53b3472_jetting,11/8/2022,11:59:21,24660,13.0641/77.6066,Amruthahalli,,0d 00h 00m
106,E2_KA04C5158_JETTING,e2_ka04c5158_jetting,11/8/2022,17:13:16,20817,12.9586/77.7457,Acacia Goa,,0d 18h 44m
107,C2_KA04D4107_JETTING,c2_ka04d4107_jetting,12/8/2022,8:22:16,17039,13.0102/77.5665,Malleshwaram,,0d 00h 00m
108,W3_KA04D5305_TANKER,w3_ka04d5305_tanker,12/8/2022,8:33:39,3433,12.9212/77.4828,Kengeri Satellite Town,,0d 00h 00m
109,SW3_KA04C5147_JETTING,sw3_ka04c5147_jetting,12/8/2022,12:30:19,22571,12.9544/77.5898,Pai Vaibhav,,0d 00h 00m
111,E4_KA04D5309_TANKER,e4_ka04d5309_tanker,13/8/2022,0:27:04,34097,12.9959/77.6770,K R Puram,,25d 15h 28m
112,E1_KA04D5122_TANKER,e1_ka04d5122_tanker,13/8/2022,8:38:33,26640,13.0208/77.6493,Babushibpalya,,0d 00h 00m
113,NE3_KA04A3042_JETTING,ne3_ka04a3042_jetting,13/8/2022,11:38:05,1594039,13.0355/77.5696,Dollars Colony,,0d 23h 48m
114,NW1_KA04C5131_JETTING,nw1_ka04c5131_jetting,14/8/2022,8:23:13,14529,13.0075/77.5506,Nagapura,,0d 00h 00m
115,NW3_KA04AC5936_TANKER,nw3_ka04ac5936_tanker,15/8/2022,5:52:06,22694,13.0328/77.5186,Choksandra,,34d 13h 20m
116,N3_KA04D5128_TANKER,n3_ka04d5128_tanker,16/8/2022,15:37:49,27394,13.0592/77.5868,Chairman's Club & Resort,,0d 00h 00m
117,SE2_KA04A3282_JETTING,se2_ka04a3282_jetting,17/8/2022,12:44:44,22429,12.9699/77.6564,LIC Colony,,0d 01h 03m
118,SW2_KA04C5143_JETTING,sw2_ka04c5143_jetting,18/8/2022,9:22:06,38984,12.9243/77.5577,PETROL BUNK ORR,,0d 00h 00m
119,W3_KA04A9521_JETTING,w3_ka04a9521_jetting,18/8/2022,14:31:57,60702,12.8799/77.5434,Vasantpura,,37d 00h 58m
120,SE3_KA04AA7687_DESILTING,se3_ka04aa7687_desilting,19/8/2022,9:22:49,17350,12.9277/77.6214,De-Oriell Hotel,,23d 18h 17m
121,SE3_KA04AB5801_JETTING,se3_ka04ab5801_jetting,19/8/2022,20:44:53,14573,12.9280/77.6216,De-Oriell Hotel,,0d 00h 00m
122,SW4_KA04C5151_JETTING,sw4_ka04c5151_jetting,20/8/2022,14:57:02,20048,12.9493/77.5988,Wilson Garden,,18d 20h 06m
123,W3_KA04D5156_JETTING,w3_ka04d5156_jetting,20/8/2022,17:18:34,1609344,12.9174/77.5200,Rajarajeshwari Nagar,,0d 00h 00m
124,E3_KA04SD4157_JETTING,e3_ka04sd4157_jetting,21/8/2022,14:50:48,40965,13.0082/77.6899,Krishnarpur,,0d 00h 00m
125,SW4_KA04C2203_JETTING,sw4_ka04c2203_jetting,21/8/2022,15:41:56,30922,12.9144/77.5951,Ragigudda Temple,,0d 00h 00m
126,S1_KA03C5043_TANKER,s1_ka03c5043_tanker,21/8/2022,22:16:25,65378,12.9092/77.5620,Kumaraswamy Layout,,0d 00h 00m
127,W1_KA04D6653_JETTING,w1_ka04d6653_jetting,21/8/2022,22:22:35,12030,12.9754/77.5618,Bangalore City Railway Station,,0d 00h 00m
128,C1_KA04D5123_TANKER,c1_ka04d5123_tanker,22/8/2022,6:57:43,9760,12.9825/77.5852,#100 Bed and Breakfast,,0d 00h 00m
129,SE1_KA04D5303_TANKER,se1_ka04d5303_tanker,22/8/2022,6:59:37,28954,12.9833/77.6493,Thippasandra,,97d 22h 16m
130,NE3_KA04AA1780_DESILTING,ne3_ka04aa1780_desilting,22/8/2022,12:16:52,14822,13.0367/77.6038,Kanaka Nagar,,0d 01h 13m
132,E3_KA02AF6874_TANKER,e3_ka02af6874_tanker,22/8/2022,15:18:11,18166,13.0101/77.5662,Malleshwaram,,0d 16h 29m
133,NE1_KA04B7111_TANKER,ne1_ka04b7111_tanker,22/8/2022,19:17:04,12616,13.0113/77.5677,Malleshwaram,,4d 15h 36m
134,N3_KA02AC4516_JETTING,n3_ka02ac4516_jetting,23/8/2022,0:17:27,41666,13.0821/77.5400,Shingapur,,0d 00h 00m
135,S2_KA04D5124_TANKER,s2_ka04d5124_tanker,23/8/2022,7:36:39,40697,12.8558/77.5722,Gottigere,,26d 17h 04m
137,E3_KA02AC5938_JETTING,e3_ka02ac5938_jetting,23/8/2022,13:26:03,27679,13.0242/77.7191,Medhalli,,0d 00h 00m
138,NE2_KA04AB5800_JETTING,ne2_ka04ab5800_jetting,24/8/2022,1:36:41,13620,13.0103/77.5672,Malleshwaram,,0d 00h 00m
139,C3_KA03C5064_TANKER,c3_ka03c5064_tanker,24/8/2022,16:45:19,44322,13.0015/77.6276,Seva Nagar,,16d 08h 23m
140,E4_KA04AA7684_DESILTING,e4_ka04aa7684_desilting,25/8/2022,6:50:42,17507,,,,0d 00h 00m
142,NE3_KA04AA1784_DESILTING,ne3_ka04aa1784_desilting,25/8/2022,13:46:26,15163,13.0314/77.6022,Sultan Palya,,1d 20h 50m
143,NE3_KA04B7114_TANKER,ne3_ka04b7114_tanker,25/8/2022,14:32:29,45802,13.0111/77.5674,Malleshwaram,,28d 22h 49m
144,E2_KA04AB6020_JETTING,e2_ka04ab6020_jetting,26/8/2022,8:38:31,25187,12.9602/77.7188,Radha Hometel Bengaluru,,0d 00h 00m
145,NE2_KA04D4272_JETTING,ne2_ka04d4272_jetting,26/8/2022,9:50:48,18550,12.9903/77.5791,Ramada Bangalore,,0d 21h 07m
146,E1_KA04D5294_TANKER,e1_ka04d5294_tanker,26/8/2022,10:09:25,10583,13.0703/77.5895,Satya Comforts Serviced Apartments,,0d 00h 00m
